Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
263160,"Putri, Gunung",Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Minor,Lava dome,,,-7.269,107.973,1796,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263251,Muria,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.62,110.88,1625,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
263292,Malang Plain,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Cluster,Maar(s),,,-8.067,112.733,662,No Data (checked),Subduction zone / Continental crust (>25 km)
263321,Lurus,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Complex,,,-7.739,113.58,507,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263800,Endut,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.62,106.37,1297,,Subduction zone / Continental crust (>25 km)
263801,Halimun,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.72,106.45,1929,,Unknown
263802,Halimun-Talaga,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.846,106.563,1741,,Unknown
263803,Kancana,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.897,107.041,1213,,Unknown
263804,Tilu,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.156,107.529,2042,,Unknown
263806,Cakrabuana,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.03,108.13,1721,,Subduction zone / Continental crust (>25 km)
263807,Lasem,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.68,111.52,806,,Unknown
263808,Ringgit,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.72,113.85,1250,,Unknown
263809,Kaledong,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Minor,Lava dome,,,-7.053,107.908,1235,,Unknown
263810,Gede,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-5.93,106.07,595,,Unknown
263811,Cibugis,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.5,106.57,613,,Unknown
263812,Kendeng,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.768,106.526,1732,,Subduction zone / Continental crust (>25 km)
263813,Sanggabuana,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-6.58,107.22,1291,,Unknown
263814,Kancana,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.32,107.63,2182,,Unknown
263815,Mandalagiri,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.4,107.78,1831,,Unknown
263816,Cikuray,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.322,107.86,2784,,Unknown
263817,Mandalawangi,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.058,107.864,1631,,Unknown
263818,Canlancang,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-6.958,107.95,1651,,Unknown
263819,Sedakeling,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.12,108.03,1676,,Unknown
263820,Sawal,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.18,108.27,1764,,Unknown
263821,Selokaki,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.83,112.35,1083,,Unknown
263822,Argowayang,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-7.77,112.43,2198,,Unknown
263823,Haruman,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Minor,Lava dome,,,-7.074,107.943,1195,,Unknown
264070,Poco Leok,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-8.68,120.48,1675,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264170,Ilimuda,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-8.479,122.761,881,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264830,Merbuk,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.226,114.653,1359,,Subduction zone / Continental crust (>25 km)
264831,Patas,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.261,114.817,1390,,Subduction zone / Continental crust (>25 km)
264833,Seraja,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.377,115.654,1142,,Subduction zone / Continental crust (>25 km)
264834,Punikan,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.47,116.13,1490,,Unknown
264836,"Lambuwu, Doro",Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-8.362,118.497,1602,,Subduction zone / Continental crust (>25 km)
264837,"Maria, Doro",Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.483,118.924,1423,,Subduction zone / Continental crust (>25 km)
264838,"Saboke, Doro",Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.68,119.12,1000,,Subduction zone / Continental crust (>25 km)
264839,Gilibanta,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano?,,,-8.42,119.32,363,,Subduction zone / Continental crust (>25 km)
264840,"Otota, Doro",Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.72,119.42,518,,Subduction zone / Continental crust (>25 km)
264841,"Ora, Doro",Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.75,119.67,668,,Subduction zone / Continental crust (>25 km)
264842,Beliling,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Unknown,Unknown,,,-8.62,119.97,1153,,Subduction zone / Continental crust (>25 km)
264843,Sangenges,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,,,-8.58,117.122,1824,,
264845,Tarowa,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Caldera,Caldera,,,-8.704,118.161,755,,
265030,Utara Wetar,Indonesia,Sunda-Banda Volcanic Regions,Inner Banda Volcanic Arc,Composite,Stratovolcano,,,-6.635,126.66,239,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
266070,Tondano Caldera,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Caldera,Caldera,,,1.23,124.83,1202,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
267060,Lipang,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,,,3.911,125.39,126,,Subduction zone / Oceanic crust (< 15 km)
267065,Napo Taroare,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,,,4.048,125.345,0,,Subduction zone / Oceanic crust (< 15 km)
267070,Kawalusu,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,,,4.232,125.329,239,,Subduction zone / Oceanic crust (< 15 km)
267075,North Kawio,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Complex,,,4.684,125.468,109,,Subduction zone / Oceanic crust (< 15 km)
267090,Kawio Barat,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,,,4.675,125.088,-1874,,Subduction zone / Oceanic crust (< 15 km)
268064,Telaga,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Caldera,Caldera,,,0.7225,127.427,712,,Subduction zone / Oceanic crust (< 15 km)
268800,Hamiding,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Unknown,,,1.62,127.82,1204,,Subduction zone / Oceanic crust (< 15 km)
269010,Tawau Hills,Malaysia,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Cluster,Pyroclastic cone,,,4.383,117.95,1077,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
269814,Mostyn,Malaysia,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Cluster,Fissure vent(s) ?,,,4.6,118.18,0,,Intraplate / Continental crust (>25 km)
270010,Jolo,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Cluster,Pyroclastic cone(s),,,6,121.125,811,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
271050,Latukan,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,,,7.654,124.438,2280,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
271072,Balatukan,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Compound,,,8.77,124.98,2450,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
271090,Paco-Maniayao,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,,,9.593,125.52,664,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
271800,Blit,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Unknown,Unknown,,,6.958,124.23,1198,,Subduction zone / Continental crust (>25 km)
271801,Quezon,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Minor,Lava dome(s),,,6.58,124.62,652,,Subduction zone / Continental crust (>25 km)
271802,Kitabud,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Unknown,Unknown,,,7.285,124.662,1167,,Subduction zone / Continental crust (>25 km)
271803,Imbing,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano(es),,,7.68,123.23,700,,Subduction zone / Continental crust (>25 km)
271804,Kaladis,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano,,,7.58,122.97,0,,Subduction zone / Continental crust (>25 km)
271805,Ampiro,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano?,,,8.388,123.63,1532,,Subduction zone / Continental crust (>25 km)
272010,Cuernos de Negros,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Complex,,,9.25,123.17,1862,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272030,Mandalagan,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Complex,,,10.65,123.25,1885,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272040,Silay,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano,,,10.7701,123.233,1510,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272070,Mahagnao,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,,,10.8805,124.8651,834,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272800,Nelangaapan,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Unknown,Unknown,,,9.932,125.27,687,,Subduction zone / Continental crust (>25 km)
272801,Ilihan,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Unknown,Unknown,,,10.483,125.122,903,,Subduction zone / Continental crust (>25 km)
272802,Alto,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Compound,,,11.108,124.75,1350,,Subduction zone / Continental crust (>25 km)
272803,Cancajanag,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Minor,Lava dome(s),,,11.07,124.78,900,,Subduction zone / Continental crust (>25 km)
272804,Maripipi,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Unknown,Unknown,,,11.8,124.33,924,,Subduction zone / Continental crust (>25 km)
272805,Hingatungan,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,,,10.594,125.101,796,,Subduction zone / Continental crust (>25 km)
272806,Lobi,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,,,11.013,124.812,1302,,Subduction zone / Continental crust (>25 km)
272807,Pacdahauan,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Unknown,Unknown,,,11.404,124.509,628,,Subduction zone / Continental crust (>25 km)
273081,Mariveles,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,14.527,120.482,1388,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273082,Natib,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,14.72,120.4,1253,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273084,Arayat,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,15.2,120.742,1026,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
273085,Amorong Group,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Cluster,Volcanic field,,,15.825,120.742,369,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
273086,Santo Tomas,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,16.33,120.55,2260,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273800,Gate Mountains,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Unknown,Unknown,,,12.6,123.997,559,,Subduction zone / Continental crust (>25 km)
273801,Malinao,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,,,13.416,123.608,1548,,Subduction zone / Continental crust (>25 km)
273802,Sangay,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Unknown,Unknown,,,13.52,123.53,0,,Subduction zone / Continental crust (>25 km)
273803,Cone-Culasi,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Cluster,Volcanic field,,,13.92,123.02,959,,Subduction zone / Continental crust (>25 km)
273804,Labo,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Compound,,,14.02,122.792,1544,,Subduction zone / Continental crust (>25 km)
273805,Dagit-Dagitan,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,13.53,121.078,364,,Subduction zone / Continental crust (>25 km)
273806,Panay,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,13.723,120.893,501,,Subduction zone / Continental crust (>25 km)
273807,Malepunyo,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,14.95,121.23,963,,Subduction zone / Continental crust (>25 km)
273808,Anilao Hill,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Minor,Pyroclastic cone,,,13.9,121.18,358,,Subduction zone / Continental crust (>25 km)
273809,Cariliao,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,14.13,120.75,656,,Subduction zone / Continental crust (>25 km)
273810,Corregidor,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Caldera,Caldera,,,14.4,120.58,173,,Subduction zone / Continental crust (>25 km)
274035,Balintang,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,,,19.9574,122.1442,115,,Subduction zone / Crustal thickness unknown
274070,Diogo,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,,,20.7085,121.9297,260,,Subduction zone / Crustal thickness unknown
274075,Mabudis-Siayan,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,,,20.9174,121.9107,199,,Subduction zone / Crustal thickness unknown
274080,Y'Ami-North,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,,,21.0868,121.942,213,,Subduction zone / Crustal thickness unknown
274085,Hsiaolanyu,Taiwan,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,,,21.9529,121.6123,148,,Subduction zone / Crustal thickness unknown
274090,Lutao,Taiwan,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,,,22.658,121.4927,268,,Subduction zone / Crustal thickness unknown
274800,Matarem,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,,,20.38,121.93,459,,Subduction zone / Crustal thickness unknown
275010,Leizhou Bandao,China,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,20.78,110.17,259,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275030,Toroeng Prong,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Pyroclastic cone,,,14.733,108.483,800,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275040,Haut Dong Nai,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,11.617,108.017,1000,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275050,Bas Dong Nai,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,10.833,107.283,392,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275090,Lower Chindwin,Burma (Myanmar),Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,22.28,95.1,385,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275100,Singu Plateau,Burma (Myanmar),Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Fissure vent(s),,,22.7,95.98,507,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km)
275800,Weizhoudao,China,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Shield,Shield,,,21.05,109.13,0,,Intraplate / Continental crust (>25 km)
275801,Unnamed,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,19.45,105.53,0,,Unknown
275803,Vinkh-Linkh,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Minor,Cone,,,17.08,107.05,0,,Unknown
275804,Ban Chay Plateau,Cambodia-Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,13.883,107.4,0,,Intraplate / Continental crust (>25 km)
275805,Pleiku-Bantour Volcanic Field,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Cone(s),,,13.85,108.1,1028,,Intraplate / Continental crust (>25 km)
275806,Darlac Volcanic Field,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Cone(s),,,12.88,108.2,0,,Intraplate / Continental crust (>25 km)
275807,Bas Song Be,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,11.67,106.67,0,,Intraplate / Continental crust (>25 km)
275808,Pailin,Cambodia,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,12.9,102.6,0,,Intraplate / Continental crust (>25 km)
275809,Cham,Cambodia,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,12.1,105.6,0,,Intraplate / Continental crust (>25 km)
275810,Chup,Cambodia,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,11.9,105.82,0,,Intraplate / Continental crust (>25 km)
275811,Snoul,Cambodia,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,12.1,106.4,0,,Intraplate / Continental crust (>25 km)
275812,Haut Song Be,Cambodia,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,,,12.05,107.25,0,,Intraplate / Continental crust (>25 km)
275813,Bolaven Plateau,Laos,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Fissure vent(s),,,15.142,106.45,1350,,Intraplate / Continental crust (>25 km)
275814,Buriram,Thailand,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,15,103,0,,Intraplate / Continental crust (>25 km)
275815,Chanthaburi,Thailand,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,12.5,102.2,0,,Intraplate / Continental crust (>25 km)
275816,Lampang,Thailand,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,18.3,99.6,0,,Intraplate / Continental crust (>25 km)
275817,Ban Chiang Khian,Thailand,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Unknown,Unknown,,,19.8,100,0,,Intraplate / Continental crust (>25 km)
